,SRR23478191,SRR23478195,SRR23478196,SRR23478197,SRR23478198,SRR23478199,SRR23478200,SRR23478201,SRR23478202,SRR23478203,SRR23478204,SRR23478205,SRR23478206,SRR23478207,SRR23478208,SRR23478209,SRR23478210,SRR23478211,SRR23478212,SRR23478213,SRR23478214,SRR23478215,SRR23478216,SRR23478217,SRR23478218,SRR23478220,SRR23478227,SRR23478228,SRR23478229,SRR23478230,SRR23478231,SRR23478232,SRR23478233,SRR23478234,SRR23478235,SRR23478236,SRR23478237,SRR23478238,SRR23478239,SRR23478240,SRR23478241,SRR23478242,SRR23478243,SRR23478244,SRR23478245,SRR23478246,SRR23478247,SRR23478248,SRR23478249,SRR23478250,SRR23478251,SRR23478252,SRR23478253,SRR23478254,SRR23478255,SRR23478256,SRR23478257,SRR23478258,SRR23478259,SRR23478260,SRR23478261,SRR23478262,SRR23478263,SRR23478264,SRR23478265,SRR23478266,SRR23478267,SRR23478268,SRR23478269,SRR23478270,SRR23478271,SRR23478272,SRR23478273,SRR23478274,SRR23478275,SRR23478276,SRR23478277,SRR23478278,SRR23478279,SRR23478280,SRR23478281,SRR23478282,SRR23478283,SRR23478284,SRR23478285,SRR23478286,SRR23478287,SRR23478288,SRR23478289,SRR23478290,SRR23478291,SRR23478292,SRR23478293,SRR23478294,SRR23492483,SRR23492508,SRR23492516,SRR23492517,SRR23492518,SRR23492520,SRR23492521,SRR23492522,SRR23492523,SRR23492524,SRR23492525,SRR23492530,SRR23492531,SRR23492532,SRR23492534,SRR23492545,SRR23492546,SRR23492547,SRR23492549,SRR23492550,SRR23492551,SRR23492553,SRR23492554,SRR23492555,SRR23492556,SRR23492560,SRR29856071,SRR29856073,SRR29856074,SRR29856077,SRR29856079,SRR29856080,SRR29856082,SRR29856083,SRR29856085,SRR29856086,SRR29856087,SRR29856088,SRR29856090,SRR29856091,SRR29856092,SRR29856093,SRR29856094,SRR29856095,SRR29856096,SRR29856097,SRR29856098,SRR29856099,SRR29856102
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma,0.0006405124099279424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003202562049639712,0.0,0.0,0.0,0.0,0.00048084628946946624,0.0,0.0,0.0006505122784192552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048130916091769613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015931177314003505,0.0,0.0,0.0,0.0009807126511932004,0.0,0.0,0.0,0.0,0.0,0.0011501807426881367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017543859649122806,0.002330226364846871,0.0,0.0,0.0,0.0,0.0,0.00016079755587715066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016469038208168644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017120495679112994,0.0,0.0016556291390728477,0.0,0.0,0.0,0.0,0.0,0.0011219746754287546,0.0,0.0,0.00016531658125309968,0.0,0.0,0.0,0.0,0.0011406224539677367
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Merdibacter,0.0,0.0,0.0,0.0,0.0,0.0,0.0008038585209003215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031953986259785906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009655616350177019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016048788316482105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001919692849144137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032536196518626975,0.0,0.0,0.0,0.0,0.0,0.0,0.0004806151874399231,0.0,0.0001597444089456869,0.0,0.0,0.0,0.0,0.0,0.0007620499142693847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004965243296921549,0.0,0.0,0.0,0.0,0.0,0.0,0.0006657789613848203,0.0,0.0,0.0,0.0,0.0,0.00016079755587715066,0.0,0.0,0.0008060615831049493,0.0,0.0,0.0,0.0006441223832528181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003222687721559781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016270745200130165,0.0,0.0,0.0,0.005543779553236589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008147303242626691
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A_871400,0.0003202562049639712,0.0,0.0,0.0,0.0,0.00016015374759769378,0.0009646302250803858,0.00015984654731457802,0.0006405124099279424,0.0,0.00033467202141900936,0.0,0.0006371455877668047,0.00016028209648982208,0.01765933536683256,0.0,0.004553585948934786,0.0,0.0017574692442882249,0.0007993605115907274,0.0060162601626016264,0.009312780989081566,0.0,0.0008029548739360848,0.001440691531935329,0.004018081366147665,0.0,0.01901565995525727,0.0,0.0,0.0014443909484833895,0.0,0.0,0.07062761506276151,0.017962116263879817,0.0,0.0007993605115907274,0.0008041170794467674,0.005133964383122092,0.0003202049311559398,0.00016048788316482104,0.018785425101214576,0.0003243593902043464,0.03706111833550065,0.13704158624320056,0.002471576866040534,0.0011212558065032837,0.000819000819000819,0.0008006405124099279,0.0,0.0,0.0014365522745411015,0.062348570505572604,0.008602835749561893,0.010261343594676928,0.08126699728043513,0.28733248245054244,0.07469761359921542,0.038301282051282054,0.002651201325600663,0.0016268098259313486,0.0011330527678860473,0.0006396929473852551,0.06654617154124219,0.2628162450066578,0.0,0.00047976971053894133,0.00016020506247997436,0.0,0.058945686900958465,0.000319642000958926,0.10302606262025538,0.1061397779229262,0.03041589075108628,0.0,0.009716136406934655,0.001802687643395608,0.0019160146894459523,0.010650499754219236,0.0005060728744939271,0.04316546762589928,0.000160333493666827,0.0017594369801663468,0.033795632073967796,0.004170676932948348,0.003475670307845084,0.10769475864266369,0.019956397786349153,0.0009737098344693282,0.0061468780329990294,0.02068185490386169,0.05631578947368421,0.0396138482023968,0.007660787457687511,0.0,0.0,0.0029251984956122023,0.0,0.06608779546550893,0.003277076847452073,0.0898838004101162,0.0,0.0,0.0,0.02319169639961077,0.00032206119162640903,0.03736154736320053,0.0,0.0,0.00048123195380173246,0.0025678061306371367,0.0,0.0,0.0017724782468578795,0.0013175230566534915,0.0001607717041800643,0.05103058510638298,0.0,0.0019221528111484864,0.0,0.0,0.0,0.0056947608200455585,0.0004786215698787492,0.007044560943643512,0.0,0.014837762921897929,0.0,0.015066225165562913,0.05530761874402295,0.0,0.0,0.0,0.0001594896331738437,0.0137842602981247,0.00016015374759769378,0.0,0.0,0.06449521957543349,0.002888781896966779,0.00033405712376816435,0.00031872509960159364,0.008799087502036826
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036829463570856686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14582286957977567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041802743305029394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24407622203811102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006555227794165847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047793531942010514,0.004695623008552742,0.00275884453099643,0.0,0.0,0.0,0.0034953395472703064,0.0,0.04009661835748792,0.0,0.0,0.000942151874882231,0.01479337514069786,0.0,0.0,0.0,0.0,0.0,0.18715536814790787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04221720915243313,0.03178524374176548,0.12909967845659165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009588361712679782,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Longicatena,0.0,0.0,0.0,0.0,0.0031887755102040817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006421576497030021,0.0008026970621287526,0.0,0.0,0.00031953986259785906,0.0,0.0003252032520325203,0.0,0.0,0.0,0.00016007683688170322,0.0,0.0,0.0,0.0,0.0011244979919678715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022468303643074948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047992321228603423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006396929473852551,0.0,0.0,0.0,0.0,0.00016020506247997436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019051247856734617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001602307322544464,0.0,0.0,0.0,0.0,0.0,0.0,0.0006430868167202572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021461336828309304,0.0,0.0004891570194032284,0.0,0.0,0.0,0.0,0.0,0.0,0.0001594896331738437,0.001763103061388043,0.0,0.0,0.0,0.0,0.0003209757663296421,0.0,0.0,0.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Peptostreptococcales;f__Peptostreptococcaceae_256921;__,0.0,0.00047831632653061223,0.0,0.0,0.0,0.0004804612427930814,0.0008038585209003215,0.0,0.0,0.0021114178983271076,0.0,0.0005047955577990914,0.0,0.0,0.0,0.0,0.0,0.0,0.005911487458060393,0.0,0.0,0.0,0.0,0.00048177292436165086,0.0,0.0,0.0,0.00015979546180888463,0.0,0.0,0.0,0.00015936254980079682,0.0,0.00016736401673640169,0.0,0.0,0.0001598721023181455,0.0008041170794467674,0.00032087277394513073,0.0,0.0,0.0,0.000810898475510866,0.0,0.0,0.0,0.0,0.0,0.0,0.00015997440409534473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001439309131616824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013634905357715752,0.00033101621979476995,0.0,0.0,0.0004868549172346641,0.00048527984471044967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001884303749764462,0.0,0.0008192692118630182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005703112269838683,0.0,0.0,0.0,0.0,0.00045475216007276033,0.00016113438607798906,0.0,0.0004823151125401929,0.0,0.0,0.00937049495434887,0.00036330608537693006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004966887417218543,0.0,0.0,0.0005313496280552603,0.0,0.0,0.0,0.0,0.0003811701924909472,0.0,0.0,0.0,0.0,0.0,0.00016294606485253382
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA9973;g__,0.0,0.0,0.0001669727834362999,0.00033041467041136624,0.0,0.0,0.0,0.0,0.0,0.00048725028422933245,0.0,0.0,0.0,0.00016028209648982208,0.0,0.0,0.0004878842088144414,0.0,0.0004793097938967886,0.0,0.0,0.0,0.0,0.0,0.00016007683688170322,0.0,0.0,0.00015979546180888463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016035920461834508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001052816283558519,0.0004943153732081067,0.0,0.0,0.0,0.0,0.0006404098623118795,0.0,0.0,0.0,0.000320666987333654,0.0014397696368581027,0.0,0.00016345210853220007,0.0,0.0009942004971002485,0.0,0.0003237293622531564,0.0,0.0,0.00016644474034620507,0.0,0.0,0.00016020506247997436,0.0,0.0,0.0,0.00017491691446562882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016550810989738498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004888381945576015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__UBA9973;g__UBA9973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016028209648982208,0.0,0.0,0.0,0.0,0.00015976993129892953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016048788316482104,0.0,0.0,0.0,0.00016329196603527107,0.0,0.0,0.0001608234158893535,0.00032087277394513073,0.0,0.0,0.0,0.0,0.0,0.0,0.0008238589553468446,0.0,0.0001638001638001638,0.0,0.0,0.0,0.0,0.0,0.0,0.000160333493666827,0.0,0.0,0.0,0.0,0.00033140016570008286,0.0,0.0,0.0,0.0,0.00016644474034620507,0.0,0.0,0.0,0.00016409583196586806,0.0001597444089456869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000160333493666827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016622340425531914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016294606485253382
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella,0.001921537229783827,0.0,0.01586241442644849,0.03684123575086734,0.0,0.025144138372837924,0.027170418006430868,0.03884271099744246,0.0028823058446757407,0.0519733636511288,0.03765060240963856,0.0,0.010672188595093978,0.0028850777368167975,0.005458340022475518,0.004334564135495264,0.0016262806960481379,0.03061388042955602,0.012142514778718645,0.000639488409272582,0.007317073170731708,0.0003211303789338471,0.0072,0.03003051228520957,0.01888906675204098,0.0,0.0007965588657001752,0.06599552572706935,0.007125506072874494,0.04305220883534137,0.002407318247472316,0.01593625498007968,0.009333762471837787,0.0010041841004184101,0.0,0.01731879409878127,0.18081534772182253,0.002733998070119009,0.012032729022942404,0.0003202049311559398,0.0030492697801316002,0.0,0.0009730781706130393,0.00016254876462938882,0.0015792244253377786,0.0008238589553468446,0.013134710876181323,0.0,0.0001601281024819856,0.0015997440409534474,0.002081332052513609,0.0020750199521149242,0.0,0.0,0.011383678050344717,0.0,0.0,0.0024517816279830008,0.0,0.0009942004971002485,0.0,0.026545807704758822,0.002079002079002079,0.00016431153466973383,0.0,0.0,0.0,0.00256328099967959,0.012963570725303577,0.0001597444089456869,0.002397315007191945,0.0,0.0,0.0,0.0,0.0,0.0,0.0003193357815743254,0.0,0.0,0.0,0.000641333974667308,0.0,0.0,0.0028873917228103944,0.0023171135385633896,0.0,0.0,0.0,0.0008087997411840828,0.0,0.00017543859649122806,0.0,0.00017815784785319794,0.00016103059581320451,0.0,0.0,0.0001884303749764462,0.0,0.00032770768474520726,0.0,0.0019345477994518782,0.0,0.017238521465274326,0.0,0.0011272141706924316,0.011241527525210779,0.03552224213785237,0.019387918602788014,0.0,0.002888781896966779,0.21421632124352333,0.0,0.004350628424105704,0.0021409749670619235,0.0,0.005651595744680851,0.0,0.0,0.0,0.000639488409272582,0.0017653667148130317,0.0,0.0001595405232929164,0.01752948885976409,0.0,0.003424099135822599,0.0,0.0041390728476821195,0.0,0.0013443118803562427,0.023910733262486716,0.0036847164370394105,0.007974481658692184,0.01154031094726719,0.0,0.0,0.000991899487518598,0.0006481931615621455,0.002407318247472316,0.0008351428094204109,0.0012749003984063745,0.017761121068926185
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia,0.0001601281024819856,0.01211734693877551,0.0003339455668725998,0.0019824880224681976,0.012914540816326531,0.0014413837283792441,0.001607717041800643,0.001118925831202046,0.49367493995196154,0.005359753126522657,0.0015060240963855422,0.0,0.0933418286078369,0.009616925789389325,0.5387702681008187,0.005939958259752769,0.029923564807285738,0.39012662285622696,0.0,0.5796962430055955,0.004390243902439025,0.0394990366088632,0.00352,0.0014453187730849527,0.11317432367536417,0.002343880796919471,0.45849928309702087,0.0,0.00016194331983805668,0.09236947791164658,0.28727331086502966,0.4283665338645418,0.0,0.0,0.0840953625081646,0.6409557408595253,0.25227817745803355,0.0011257639112254745,0.0019252366436707845,0.14921549791866795,0.00930829722355962,0.11433198380566802,0.03811222834901071,0.19798439531859557,0.21688015441305492,0.1939363980886472,0.15745635111324682,0.07944307944307945,0.9197758206565252,0.08478643417053272,0.23102785782901056,0.6729449321628093,0.4314327249232757,0.1667994264776167,0.0,0.0,0.0001595405232929164,0.0006538084341288003,0.03766025641025641,0.027174813587406792,0.3043761184317553,0.01974749109744254,0.0,0.5542228064410122,0.048102529960053264,0.0,0.0,0.001281640499839795,0.009189366590088613,0.0004792332268370607,0.00159821000479463,0.41052999825083086,0.37393860222077074,0.45665218290916615,0.6667843898993466,0.1606020194322728,0.5081940347427073,0.08095162062909149,0.006062592167786335,0.028677462887989204,0.16642685851318945,0.000962000962000962,0.3534868841970569,0.05946118284712259,0.005935194096888034,0.04319761668321748,0.016568424406563646,0.002347811504276371,0.03667640376501136,0.050469103849886766,0.18128938439166262,0.00017543859649122806,0.05059920106524634,0.017103153393907,0.0027375201288244765,0.001035625517812759,0.006477225240284162,0.0003768607499528924,0.0,0.0,0.013328776486671223,0.0,0.0,0.0001657550140891762,0.03032760298410639,0.0,0.0,0.005214274075281082,0.0,0.00016041065126724414,0.0008024394158241052,0.0,0.0,0.002578150177247825,0.0,0.0008038585209003215,0.00016622340425531914,0.0,0.005526189332051898,0.0,0.3079136690647482,0.0003209757663296421,0.00016270745200130165,0.0,0.0,0.0,0.0,0.0,0.0,0.0001593879502709595,0.0,0.0,0.0,0.0,0.0,0.8686739269698911,0.0003811701924909472,0.0,0.2022362664073894,0.17412935323383086,0.00016702856188408218,0.0,0.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,0.032185748598879106,0.0007971938775510204,0.0,0.0,0.01132015306122449,0.03459320948110186,0.003054662379421222,0.0,0.06389111289031225,0.0006496670456391099,0.0,0.016994783779236074,0.002389295954125518,0.022599775605064914,0.008508588858564778,0.0009632364745545031,0.06391283135469182,0.00993748998236897,0.030835596740693402,0.01135091926458833,0.013983739837398375,0.03917790622992935,0.01536,0.0017665007226593866,0.003841844085160877,0.01858362631843295,0.0,0.11473314157877916,0.044534412955465584,0.0019277108433734939,0.012678542770020864,0.010358565737051793,0.005632442870936595,0.010711297071129708,0.08278902677988242,0.05644644002565747,0.015667466027178258,0.011418462528144097,0.02807636772019894,0.024175472302273456,0.011234151821537475,0.01700404858299595,0.019461563412260786,0.006339401820546164,0.00350938761186173,0.06113033448673587,0.008649687650168188,0.02113022113022113,0.0022417934347477983,0.002079667253239482,0.005923791226384886,0.008778930566640064,0.012921983524471006,0.013382188943762944,0.15905082571749238,0.0243161094224924,0.014358647096362476,0.14203988231448186,0.035096153846153846,0.01524440762220381,0.11810639336261591,0.022499190676594366,0.28754197984967217,0.006408149852119619,0.03978029294274301,0.0366677388227726,0.010874780105549335,0.1680551105414931,0.0,0.03690095846645367,0.08710244526130734,0.01189435018366276,0.0037557152188112345,0.006000413821642872,0.007593148507858026,0.02991045913507335,0.003605375286791216,0.4255149289477886,0.01622153039488776,0.003205128205128205,0.01486810551558753,0.04697771364438031,0.07197696737044146,0.011796588554120834,0.04058389477061277,0.00827540549486925,0.005257288513621157,0.007211135334563139,0.2181110029211295,0.08751213199611776,0.013087736306349976,0.07631578947368421,0.01448069241011984,0.021378941742383754,0.26151368760064414,0.0,0.00459674049310489,0.007537214999057848,0.16353111432706222,0.12141569719809929,0.0234107997265892,0.04078671610511043,0.012333657903278157,0.15033979777888282,0.1514758352254298,0.3404186795491143,0.005620763762605389,0.004073651621313346,0.0,0.5032082130253449,0.4310704541807094,0.05942357512953368,0.0,0.017080244924266838,0.09996706192358366,0.072508038585209,0.029753989361702128,0.0014395393474088292,0.005045651129264777,0.0007266121707538601,0.0,0.04830685283261114,0.05190367718841523,0.19495851946394385,0.0,0.0003214400514304082,0.31338659709766836,0.0,0.11771523178807947,0.11794708320051005,0.05562090404973954,0.00017711654268508679,0.31239987183595,0.15933014354066985,0.28466100336592404,0.0011210762331838565,0.0024776062511911567,0.20019837989750372,0.23513206935666828,0.33172845450168514,0.00016702856188408218,0.06597609561752989,0.3091086850252566
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales_B_877923;f__Flavobacteriaceae;g__Flavobacterium,0.0,0.0,0.0,0.0008260366760284157,0.00047831632653061223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009616925789389325,0.0,0.00016053941242575052,0.001463652626443324,0.0,0.0006390797251957181,0.0,0.0003252032520325203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032658393207054214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001491300745650373,0.0,0.0019423761735189381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00048123195380173246,0.0,0.0,0.0,0.0029211295034079843,0.00016175994823681658,0.0,0.0,0.0,0.0035631569570639585,0.00032206119162640903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001621796951021732,0.0,0.000495949743759299,0.0037477594916082778,0.0,0.0,0.0009629272989889263,0.00016191709844559586,0.0,0.0008056719303899452,0.0,0.0001607717041800643,0.008144946808510639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister_36337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016736401673640169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016254876462938882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000320666987333654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000958926002876778,0.0,0.0,0.0,0.0,0.0,0.0,0.0001596678907871627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032351989647363315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016103059581320451,0.0,0.0,0.0,0.0,0.003209757663296421,0.0,0.0,0.0,0.0,0.0,0.029753989361702128,0.0,0.0,0.0,0.0,0.0014443909484833895,0.0,0.0012763241863433313,0.0,0.004982320797171327,0.0,0.0,0.0,0.0001593879502709595,0.0,0.05065533120793482,0.0,0.0004784688995215311,0.0,0.0,0.0,0.0,0.0,0.0003209757663296421,0.0,0.0,0.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A_141781,0.01345076060848679,0.005420918367346939,0.0,0.0004956220056170494,0.08880739795918367,0.08408071748878924,0.13167202572347267,0.08551790281329923,0.016172938350680545,0.08884196849114828,0.0426706827309237,0.006057546693589096,0.024211532335138577,0.1843244109632954,0.014609086530743297,0.11510675870926312,0.04423483493250935,0.009296361596409682,0.033391915641476276,0.021422861710631496,0.032682926829268294,0.02424534360950546,0.0264,0.1629998394090252,0.08051864895149671,0.005859701992298677,0.0011151824119802454,0.17657398529881752,0.051821862348178135,0.09317269076305221,0.03980099502487562,0.02549800796812749,0.2550691985838429,0.006359832635983264,0.009797517962116264,0.021488133418858243,0.024620303756994404,0.023801865551624318,0.04476175196534574,0.03089977585654819,0.18103033220991815,0.09230769230769231,0.04703211157963023,0.0034135240572171653,0.012633795402702229,0.024715768660405337,0.05670350792888035,0.060933660933660934,0.0012810248198558848,0.060950247960326345,0.012968299711815562,0.054748603351955305,0.00032304958811177516,0.0014338059582603155,0.07952541285874619,0.0033594624860022394,0.0011167836630504148,0.008989865969271003,0.0054487179487179484,0.013090306545153273,0.02537823328452904,0.11540951764325025,0.11882296497681114,0.0,0.0014980026631158455,0.015439047925377935,0.061730369422677116,0.0387696251201538,0.2774860518542829,0.0012779552715654952,0.014064248042192744,0.0,0.0,0.0012414649286157666,0.011301430337277062,0.005905886835587731,0.00032776138970829236,0.01772313587737506,0.0039324922169424875,0.003036437246963563,0.001278976818545164,0.03783870450537117,0.037747920665387076,0.000637653435357883,0.02245749117741418,0.010427010923535254,0.00015931177314003505,0.015428475599530438,0.023693605972086983,0.020867033322549338,0.015511391177896268,0.0059649122807017545,0.0013315579227696406,0.03295920185284162,0.02383252818035427,0.0008285004142502071,0.002089427496865859,0.00942151874882231,0.027174786943238462,0.010978207438964443,0.0022214627477785374,0.04207641463807835,0.05436546575787082,0.07011437095972153,0.0040544923775543305,0.00933977455716586,0.046784592494627214,0.13231220466025745,0.3082839288575549,0.010266281681103625,0.06242978655111539,0.05586139896373057,0.1043656207366985,0.031098936513051886,0.028985507246376812,0.09742765273311897,0.040059840425531915,0.0019193857965451055,0.0002402691013935608,0.0067211625794732065,0.0028776978417266188,0.00754293050874659,0.007972665148063782,0.00622208040842374,0.1351572739187418,0.0,0.03636067177563998,0.0,0.012582781456953643,0.0023908192540643925,0.0013443118803562427,0.006199078993978037,0.04453700736943288,0.014832535885167464,0.03125500881551531,0.003523382447149263,0.0,0.002645065300049595,0.0014584346135148275,0.006740491092922484,0.14013696342074494,0.0011155378486055777,0.04041062408342839
