#OTU ID	SRR23478191	SRR23478195	SRR23478196	SRR23478197	SRR23478198	SRR23478199	SRR23478200	SRR23478201	SRR23478202	SRR23478203	SRR23478204	SRR23478205	SRR23478206	SRR23478207	SRR23478208	SRR23478209	SRR23478210	SRR23478211	SRR23478212	SRR23478213	SRR23478214	SRR23478215	SRR23478216	SRR23478217	SRR23478218	SRR23478220	SRR23478227	SRR23478228	SRR23478229	SRR23478230	SRR23478231	SRR23478232	SRR23478233	SRR23478234	SRR23478235	SRR23478236	SRR23478237	SRR23478238	SRR23478239	SRR23478240	SRR23478241	SRR23478242	SRR23478243	SRR23478244	SRR23478245	SRR23478246	SRR23478247	SRR23478248	SRR23478249	SRR23478250	SRR23478251	SRR23478252	SRR23478253	SRR23478254	SRR23478255	SRR23478256	SRR23478257	SRR23478258	SRR23478259	SRR23478260	SRR23478261	SRR23478262	SRR23478263	SRR23478264	SRR23478265	SRR23478266	SRR23478267	SRR23478268	SRR23478269	SRR23478270	SRR23478271	SRR23478272	SRR23478273	SRR23478274	SRR23478275	SRR23478276	SRR23478277	SRR23478278	SRR23478279	SRR23478280	SRR23478281	SRR23478282	SRR23478283	SRR23478284	SRR23478285	SRR23478286	SRR23478287	SRR23478288	SRR23478289	SRR23478290	SRR23478291	SRR23478292	SRR23478293	SRR23478294	SRR23492483	SRR23492508	SRR23492516	SRR23492517	SRR23492518	SRR23492520	SRR23492521	SRR23492522	SRR23492523	SRR23492524	SRR23492525	SRR23492530	SRR23492531	SRR23492532	SRR23492534	SRR23492545	SRR23492546	SRR23492547	SRR23492549	SRR23492550	SRR23492551	SRR23492553	SRR23492554	SRR23492555	SRR23492556	SRR23492560	SRR29856071	SRR29856073	SRR29856074	SRR29856077	SRR29856079	SRR29856080	SRR29856082	SRR29856083	SRR29856085	SRR29856086	SRR29856087	SRR29856088	SRR29856090	SRR29856091	SRR29856092	SRR29856093	SRR29856094	SRR29856095	SRR29856096	SRR29856097	SRR29856098	SRR29856099	SRR29856102
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	314.0	106.0	0.0	0.0	0.0	1.0	0.0	0.0	4874.0	51.0	0.0	0.0	35.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	15.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Lachnospirales;f__Lachnospiraceae;__	24.0	0.0	117.0	0.0	0.0	31.0	0.0	0.0	20.0	18.0	1.0	8.0	0.0	2.0	3.0	0.0	0.0	0.0	35.0	0.0	36.0	0.0	0.0	0.0	0.0	57.0	0.0	20.0	0.0	0.0	6.0	2.0	115.0	4.0	2.0	9.0	0.0	0.0	2.0	0.0	0.0	7.0	4.0	8.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	1.0	0.0	1.0	0.0	18.0	13.0	7.0	2.0	0.0	0.0	8.0	1.0	49.0	0.0	0.0	1.0	0.0	0.0	0.0	15.0	0.0	5.0	3.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	34.0	7.0	7.0	0.0	0.0	0.0	4.0	93.0	0.0	21.0	1.0	0.0	0.0	6.0	0.0	0.0	8.0	0.0	5.0	31.0	196.0	5.0	4.0	5.0	18.0	7.0	15.0	14.0	13.0	0.0	12.0	27.0	16.0	2.0	0.0	3.0	0.0	0.0	11.0	0.0	0.0	0.0	86.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	62.0	14.0	166.0	27.0	6.0
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ	1.0	0.0	6.0	6.0	39.0	40.0	235.0	67.0	0.0	4.0	3.0	1.0	18.0	4.0	5.0	4.0	0.0	0.0	39.0	1.0	0.0	0.0	3.0	3.0	7.0	0.0	0.0	3.0	2.0	6.0	0.0	1.0	254.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	3.0	57.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	68.0	0.0	0.0	0.0	0.0	0.0	12.0	10.0	0.0	0.0	0.0	1.0	15.0	0.0	0.0	2.0	3.0	325.0	0.0	0.0	4.0	40.0	0.0	11.0	22.0	3.0	16.0	0.0	2.0	20.0	0.0	16.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc_B	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	36.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Staphylococcales;f__Gemellaceae;g__Gemella	2.0	1.0	484.0	0.0	5.0	2.0	1.0	1.0	5.0	13.0	343.0	1.0	3.0	1.0	0.0	34.0	3.0	6.0	7.0	0.0	9.0	10.0	2.0	11.0	2.0	2.0	0.0	49.0	29.0	1.0	1.0	1.0	24.0	0.0	5.0	0.0	2.0	56.0	1.0	0.0	0.0	1.0	18.0	0.0	2.0	5.0	3.0	2.0	0.0	1.0	0.0	3.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	0.0	0.0	3.0	1.0	0.0	1.0	11.0	6.0	0.0	2.0	0.0	0.0	0.0	3.0	164.0	8.0	1.0	3.0	0.0	5.0	6.0	3.0	1.0	303.0	0.0	1.0	0.0	0.0	3.0	0.0	6.0	261.0	0.0	8.0	0.0	2.0	1.0	2.0	0.0	2.0	14.0	20.0	9.0	161.0	0.0	2.0	0.0	0.0	2.0	53.0	0.0	1.0	2.0	1.0	7.0	1.0	0.0	4.0	58.0	0.0	3.0
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella	8.0	12.0	46.0	3.0	9.0	0.0	5.0	2.0	1.0	39.0	33.0	9.0	2.0	6.0	4.0	216.0	0.0	3.0	25.0	0.0	6.0	3.0	2.0	2.0	1.0	0.0	0.0	14.0	29.0	3.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	55.0	9.0	0.0	6.0	3.0	2.0	0.0	4.0	5.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	8.0	0.0	0.0	3.0	23.0	1.0	0.0	0.0	68.0	9.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	7.0	0.0	3.0	11.0	0.0	4.0	0.0	29.0	3.0	0.0	142.0	1.0	1.0	4.0	441.0	0.0	19.0	0.0	0.0	6.0	22.0	0.0	4.0	5.0	0.0	0.0	18.0	13.0	0.0	0.0	2.0	9.0	1.0	0.0	13.0	27.0	0.0	1.0
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	5.0	11.0	398.0	2906.0	178.0	51.0	50.0	986.0	38.0	1166.0	419.0	308.0	87.0	342.0	47.0	565.0	118.0	55.0	328.0	10.0	46.0	172.0	71.0	263.0	64.0	15.0	1.0	50.0	881.0	104.0	29.0	93.0	245.0	0.0	36.0	4.0	750.0	2681.0	151.0	17.0	236.0	35.0	644.0	125.0	26.0	71.0	76.0	229.0	7.0	190.0	77.0	86.0	2.0	0.0	83.0	3.0	0.0	35.0	13.0	143.0	94.0	91.0	46.0	2.0	0.0	156.0	190.0	133.0	0.0	3.0	23.0	1.0	0.0	11.0	59.0	3.0	5.0	26.0	12.0	4.0	0.0	191.0	3.0	4.0	151.0	42.0	0.0	11.0	43.0	43.0	11.0	12.0	1.0	13.0	25.0	449.0	4.0	33.0	11.0	7.0	0.0	72.0	5.0	1024.0	69.0	18.0	121.0	633.0	100.0	7.0	69.0	26.0	209.0	86.0	8.0	159.0	61.0	1322.0	41.0	169.0	67.0	46.0	192.0	11.0	804.0	68.0	16.0	43.0	30.0	20.0	7.0	191.0	70.0	24.0	8.0	3.0	936.0	16.0	2.0	20.0	1926.0	14.0	225.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Ruminococcaceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	1.0	5.0	0.0	0.0	3.0	21.0	7.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	13.0
d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A	32.0	24.0	714.0	107.0	7.0	93.0	38.0	1.0	7.0	39.0	42.0	21.0	1120.0	79.0	0.0	0.0	5.0	9.0	5.0	0.0	6.0	281.0	8.0	4.0	0.0	4.0	16.0	39.0	0.0	12.0	4.0	4.0	4.0	0.0	40.0	1.0	2.0	5.0	0.0	0.0	13.0	11.0	0.0	1.0	1.0	1748.0	14.0	13.0	0.0	0.0	0.0	0.0	6.0	5.0	16.0	0.0	1.0	91.0	368.0	0.0	0.0	1.0	2.0	0.0	3.0	27.0	2.0	4.0	0.0	84.0	2.0	0.0	0.0	2.0	1.0	279.0	1.0	1.0	26.0	0.0	3.0	0.0	22.0	13.0	5.0	3.0	5.0	0.0	20.0	7.0	3.0	18.0	4.0	44.0	0.0	29.0	7.0	12.0	1.0	39.0	2.0	0.0	5.0	906.0	1.0	7.0	10.0	13.0	13.0	4.0	50.0	2.0	121.0	1.0	0.0	2.0	1.0	0.0	518.0	654.0	46.0	204.0	0.0	15.0	0.0	1008.0	2.0	0.0	69.0	11.0	3.0	272.0	101.0	6.0	2.0	0.0	73.0	4.0	1.0	3.0	33.0	2325.0	4.0
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	13.0	0.0	8.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	11.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	9.0	0.0	3.0	25.0	23.0	19.0	9.0	0.0	11.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	1.0	0.0	0.0	1.0
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus_A_346120	0.0	0.0	0.0	0.0	8.0	0.0	3.0	0.0	0.0	14.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	392.0
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_H_360604	0.0	0.0	0.0	17.0	899.0	0.0	5.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	137.0	39.0	0.0	0.0	67.0	0.0	0.0	2.0	0.0	175.0	3.0	0.0	0.0	8.0	0.0	0.0	11.0	0.0	4.0	0.0	0.0	14.0	0.0	0.0	220.0
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	0.0	0.0	0.0	1.0	263.0	0.0	0.0	0.0	63.0	0.0	1.0	0.0	0.0	58.0	0.0	230.0	0.0	0.0	460.0	11.0	2.0	445.0	0.0	951.0	207.0	65.0	0.0	2.0	445.0	34.0	34.0	0.0	0.0	20.0	52.0	129.0	89.0	412.0	0.0	155.0	139.0	108.0	239.0	19.0	2.0	145.0	133.0	160.0	1.0	437.0	126.0	104.0	24.0	0.0	3.0	0.0	2.0	12.0	9.0	66.0	13.0	31.0	94.0	5.0	2.0	0.0	134.0	0.0	536.0	5.0	76.0	2.0	2.0	12.0	83.0	4.0	13.0	76.0	44.0	514.0	10.0	556.0	83.0	9.0	12.0	47.0	2.0	10.0	64.0	140.0	214.0	23.0	6.0	172.0	295.0	0.0	0.0	18.0	17.0	24.0	0.0	102.0	0.0	911.0	31.0	0.0	221.0	0.0	0.0	36.0	98.0	0.0	0.0	636.0	1283.0	220.0	19.0	0.0	2.0	1.0	0.0	0.0	15.0	129.0	548.0	0.0	59.0	0.0	0.0	1.0	316.0	0.0	77.0	0.0	0.0	19.0	0.0	54.0	1.0	0.0	563.0	129.0	0.0
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__MOL361;f__Turicibacteraceae;g__Turicibacter	0.0	44.0	1.0	0.0	0.0	15.0	1.0	6.0	2.0	11.0	20.0	79.0	0.0	0.0	0.0	47.0	33.0	61.0	185.0	13.0	1.0	29.0	0.0	37.0	7.0	1.0	0.0	0.0	12.0	0.0	0.0	4.0	1.0	23.0	11.0	0.0	13.0	47.0	25.0	16.0	69.0	16.0	6.0	4.0	0.0	36.0	20.0	1.0	0.0	9.0	20.0	2.0	0.0	3.0	67.0	1.0	0.0	0.0	0.0	183.0	2.0	58.0	24.0	1.0	0.0	0.0	100.0	19.0	0.0	0.0	13.0	0.0	0.0	0.0	50.0	0.0	0.0	6.0	4.0	2.0	1.0	3.0	5.0	0.0	74.0	6.0	0.0	0.0	71.0	58.0	0.0	1.0	1.0	73.0	4.0	0.0	0.0	0.0	73.0	9.0	10.0	2.0	1.0	10.0	10.0	2.0	3.0	78.0	494.0	1.0	1.0	0.0	0.0	74.0	9.0	21.0	0.0	0.0	27.0	2.0	6.0	0.0	1.0	0.0	8.0	4.0	9.0	0.0	17.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	97.0	0.0	0.0	0.0	2.0	0.0	4.0
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;__	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	19.0	8.0	4.0	3.0	5.0	8.0	0.0	2.0	2.0	0.0	0.0	4.0	2.0	0.0	14.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	6.0	5.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	11.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_A_368345;c__Clostridia_258483;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E	44.0	0.0	0.0	0.0	0.0	263.0	3.0	0.0	299.0	189.0	2.0	16.0	0.0	270.0	0.0	224.0	225.0	11.0	123.0	210.0	571.0	20.0	264.0	4.0	935.0	1037.0	11.0	5.0	0.0	19.0	14.0	45.0	2.0	0.0	136.0	50.0	15.0	44.0	0.0	215.0	1.0	414.0	500.0	22.0	0.0	19.0	623.0	258.0	0.0	889.0	508.0	61.0	4.0	165.0	8.0	54.0	389.0	0.0	13.0	33.0	92.0	154.0	0.0	19.0	129.0	19.0	137.0	714.0	0.0	32.0	29.0	53.0	0.0	185.0	64.0	24.0	43.0	151.0	52.0	119.0	16.0	221.0	41.0	287.0	576.0	284.0	1.0	0.0	1436.0	418.0	230.0	216.0	11.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1968.0	1.0	0.0	0.0	284.0	0.0	0.0	0.0	0.0	208.0	599.0	0.0	0.0	13.0	0.0	4.0	0.0	0.0	5.0	3.0	0.0	467.0	0.0	338.0	0.0	0.0	0.0	0.0	0.0	2.0	127.0	0.0	0.0	139.0	0.0	0.0	0.0	0.0	108.0	0.0	0.0	0.0	1.0
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__Faecalibacillus	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	36.0	12.0	1.0	0.0	255.0	0.0	0.0	474.0	374.0	0.0	0.0	4.0	0.0	0.0	508.0	0.0	494.0	43.0	0.0	0.0	369.0	0.0	59.0	790.0	694.0	0.0	29.0	145.0	266.0	0.0	0.0	80.0	204.0	16.0	118.0	0.0	3.0	84.0	904.0	61.0	0.0	73.0	45.0	36.0	0.0	0.0	188.0	3.0	1.0	37.0	17.0	2.0	50.0	188.0	111.0	0.0	0.0	158.0	17.0	116.0	0.0	3.0	10.0	0.0	0.0	6.0	2.0	6.0	0.0	4.0	1.0	16.0	7.0	72.0	11.0	0.0	41.0	12.0	0.0	0.0	38.0	8.0	29.0	11.0	1.0	5.0	43.0	0.0	8.0	0.0	1.0	0.0	3.0	47.0	0.0	0.0	19.0	1.0	11.0	418.0	0.0	1.0	97.0	200.0	0.0	3.0	3.0	0.0	0.0	13.0	2.0	0.0	0.0	123.0	1.0	4.0	0.0	0.0	0.0	0.0	15.0	40.0	15.0	0.0	398.0	262.0	0.0	4.0	0.0	0.0	0.0	32.0	0.0	0.0	435.0
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Coprobacillaceae;g__	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	22.0	0.0	10.0	0.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	3.0	16.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	10.0	0.0	20.0	1.0	3.0	0.0	0.0	0.0	2.0	0.0	1.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	5.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	50.0	0.0	13.0	0.0	0.0	0.0	23.0	0.0	15.0	1.0	0.0	0.0	5.0	5.0	0.0	0.0	2.0
